Time	9	11
Stage	32	64
zy1	-1.682112e+01	-1.693645e+01
zy2	-1.803451e+01	-1.555427e+01
zy3	-1.816993e+01	-1.479551e+01
zy4	-1.925678e+01	-1.340026e+01
early2cell_0-1	-1.829691e+01	-1.565500e+01
early2cell_0-2	-1.538513e+01	-2.042880e+01
early2cell_1-1	-1.655975e+01	-1.720934e+01
early2cell_1-2	-1.510689e+01	-2.050200e+01
early2cell_2-1	-1.607183e+01	-1.893991e+01
early2cell_2-2	-1.712941e+01	-1.679547e+01
early2cell_3-1	-1.674765e+01	-1.715648e+01
early2cell_3-2	-1.377871e+01	-2.083516e+01
C57twocell_16-1	-1.946663e+01	-1.352577e+01
C57twocell_16-2	-2.060473e+01	-1.229254e+01
C57twocell_18-1	-2.051106e+01	-1.217259e+01
C57twocell_18-2	-2.230423e+01	-1.269115e+01
C57twocell_20-1	-1.941298e+01	-1.391590e+01
C57twocell_20-2	-2.060598e+01	-1.298172e+01
C57twocell_22-1	-2.214662e+01	-1.274126e+01
C57twocell_22-2	-1.885595e+01	-1.915795e+01
mid2cell_0-1	-2.397477e+01	-6.176577e+00
mid2cell_0-2	-2.362660e+01	-2.826567e+00
mid2cell_3-1	-2.210049e+01	-3.348974e+00
mid2cell_3-2	-1.813023e+01	-7.664312e+00
mid2cell_4-1	-2.326210e+01	-2.071927e+00
mid2cell_4-2	-2.343021e+01	-9.692696e-01
mid2cell_5-1	-2.311361e+01	-4.903760e+00
mid2cell_5-2	-2.070372e+01	-8.279124e+00
mid2cell_6-1	-2.057899e+01	-7.497977e+00
mid2cell_6-2	-2.331387e+01	-4.552589e+00
mid2cell_7-1	-2.181920e+01	-6.567892e+00
mid2cell_7-2	-2.299474e+01	-5.085276e+00
late2cell_5-1	-2.408294e+01	-3.263271e+00
late2cell_5-2	-2.844401e+01	-2.013049e+00
late2cell_6-1	-2.610566e+01	-3.203792e+00
late2cell_6-2	-2.512088e+01	-3.422884e+00
late2cell_7-1	-2.631101e+01	-3.501056e+00
late2cell_7-2	-2.921304e+01	1.185490e+00
late2cell_8-1	-2.745697e+01	-3.235150e+00
late2cell_8-2	-2.418077e+01	-5.703255e+00
late2cell_9-1	-2.796878e+01	2.307615e-01
late2cell_9-2	-2.577728e+01	5.630441e-01
4cell_1-1	-2.647551e+01	-8.430910e+00
4cell_1-2	-2.665517e+01	-7.065407e+00
